,title,keywords
765,"MATRIX PowerWatch: умные часы, которые не нужно заряжать","умные часы, термоэлектричество, умные гаджеты"
766,Класс для редактирования конфигурационных файлов,"php, config, regular expressions"
767,Гонки на инвалидных колясках — фото/видео отчет по Cybathlon 2016,"Caterwil, Катэрвиль, cybathlon, коляска, ступенькоход, трансформер"
768,Как облачные технологии меняют мир спорта,"ит, ит-град, ит в спорте, ит в медицине"
769,Фильм вдохновил учёного на создание «солнечной одежды»,"солнечная энергия, солнечная батарея, гибкая солнечная батарея, аккумулятор, перевод"
770,Тё Тикун и Deep Zen Go: ещё одна попытка превзойти человека в го,"Zen, Deep Zen Go, AlphaGo, Google, DeepMind, Google DeepMind, го"
771,Математика CSS-шлюзов,"верстка, css, никто не читает теги"
772,Приглашаем на встречу с практикующими защитниками АСУ-ТП,"лаборатория касперского, промышленная безопасность, асу тп, безопасность асу тп"
773,Уязвимость скриптов инициализации Cryptsetup в Debian: достаточно просто зажать Enter,"linux, уязвимости, облако, физический доступ"
774,Лаборатория тестирования на проникновение «Test lab v.10» — за гранью хакерских возможностей,"pentestit test lab, test lab v.10, penetration test lab"
775,3D-печать в стоматологии на примере NextDent,"3D-печать, стоматология"
776,Система сборки фронтенда в CleverStyle Framework или почему вам может быть не нужна кастомная,"php, cms, cmf, framework, cleverstyle, http/2, server push, preload, build system, assets, polymer"
777,Digital Transformation 2016,"Digital Transformation 2016, бизнес-форум, конференция, Microsoft, бизнес-кейсы"
778,Zvooq подал судебный иск на $29 млн к «крупнейшей российской публичной корпорации» — «Яндексу»,"zvooq, яндекс, суд, сотрудники, хантинг, соглашение"
779,"Учёные измерили фундаментальную постоянную α в далёком прошлом (8,5 млрд лет)","фундаментальная постоянная, красное смещение, ПТС"
780,Двусторонний binding данных с ECMAScript-2015 без Proxy,"ES-6, promise, object.defineproperty, getter setter, bindings"
781,Как быстрее запускать приложения под Android,"widget, android, launcher, zoom, андроид, виджет, лаунчер"
782,Личный опыт получения Голубой карты в Германии 2015-2016. Часть 3: Приезд в Германию,"голубая карта, Blue Card, Германия, it-эмиграция"
783,Польские облака. Заметка о ценах (не только для украинцев),"облака, Украина, цены, сравнение, Польша"
784,Контролируем качество кода с помощью платформы SonarQube,"sonarqube, pvs-studio, контроль качества кода, метрики кода, управление проектами"
785,"Забейте на офис, работайте удаленно","makeright, саммари, управление, фриланс, менеджмент, бизнес, удаленная работа"
786,Сотворение мира Опыт создания разумной жизни своими руками,"python, gamedev, machine learning"
787,Американские военные тестируют электростимуляцию мозга для улучшения многозадачности,"электростимуляция, мозг человека, когнитивные способности, tDCS"
788,Истоки и будущее межпланетного интернета,"интернет, космический интернет"
789,"Wi-Fi следит за тобой, или Wi-Fi как система мониторинга","wireless, wi-fi, location, wlan"
790,Пишем протоколы счетчиков Меркурий 230 и Меркурий 200 для OpenSCADA,"scada, меркурий230, меркурий200, скада, openscada"
791,Kick Now: тренды краудфандинга,"kickstarter, краудфандинг, pochtoy.com"
792,"Практические кейсы применения блокчейна в резервном копировании, процессинге и идентификации","Блокчейн, кейсы, Россия, QIWI, WebMoney, Acronis, резервное копирование, процессинг, идентификация, Wirex"
793,Вышел Veeam Availability Suite 9.5 — что нового?,"veeam backup and replication, veeam backup free, резервное копирование, восстановление, облачные услуги"
794,Connect(); // 2016: Текстовая трансляция,"connect(), visual studio, C#, C++, Xamarin, azure, mobile development"
795,Программу научили подбирать реалистичные звуки для фотографий,"звук, дополненная реальность, звуковые эффекты"
796,"Почему мы думаем, что кроме Вселенной существует Мультивселенная","вселенная, мультивселенная"
797,"Повсеместное внедрение HTTPS вместо HTTP, возможно, опасно","http, https, google, chrome, chromium, теория заговора"
798,Акционеры «Мегафона» и Mail.ru Group обсуждают возможность слияния,"Мегафон, mail.ru group, слияние, USM, Алишер Усманов, финансы, телекоммуникации, IT, бизнес"
799,Проверка мобильного приложения на соответствие требованиям европейского законодательства в области защиты данных,"мобильное приложение, защита данных, разработка приложений"
800,Визуальный генератор регулярных выражений,"регулярные выражения, регулярное выражение, регулярка, регулярки, регулярные выражения онлайн, валидация, валидация полей, валидация данных, валидация онлайн, валидация поле онлайн, генератор регулярок, генератор регулярок онлайн, генератор регулярных выражений, генератор правил валидации, визуальный генератор регулярок, визуальный генератор правил"
801,Обзор децентрализованных крипто-платформ. Часть 2: Lisk,"Lisk, блокчейн, децентрализация, JavaScript, разработка приложений, обзор, Web-payment.ru"
802,"Ученые создали термопереключатель для бактерий, чтобы управлять доставкой лекарств","бактерии, рак, медицина будущего"
803,"Четыре отрасли, которые вот-вот изменятся благодаря блокчейн","Блокчейн, краудфандинг, рекрутинг, криптовалюты, технологии, сферы применения, Waves"
804,Ю. Шмидхубер: «Прекрасно быть частью будущего искусственного интеллекта»,"искусственный интеллект, нейронные сети"
805,Релиз GitLab 8.13,"gitlab, release, git"
806,Восемь потрясающих игр с искусственным интеллектом от компании Google,"нейросеть, распознавание образов, игры, рисование"
807,Компания Microsoft получила статус платинового участника Linux Foundation,"linux, microsoft, участник, платиновый участник, open source-сообщество, открытый исходный код"
808,Создание динамических анимаций в WatchKit,"ios development, ios разработка, watchkit"
809,Visual Studio для Mac и другие новости конференции Connect(); //2016,"connect, visual studio, microsoft azure, windows, docker, linux, .net"
810,Ваш язык программирования — отстой,"языки программирования, C, C++, C#, Go, Java, JavaScript, Lua, PHP, Perl, Pithon, Ruby, Rust, NET, VBA, Backbase, XML, CSS, Scala, Haskell"
811,Черная пятница — как избежать падения сервисов?,"инфраструктура, черная пятница, сервисы, дата-центры"
812,Борьба с пиратством в Украине: изъятие серверов fs.to и закрытие ex.ua,"fsto, fs.to, ex.ua, brb.to, cxz.to, fs.ua, копирайт, правообладатели, пиратство, борьба с пиратством, нелегальный контент, нелегальное копирование"
813,Бэкап VM ESXi средствами Bareos,"Bareos, резервное копирование vsxi, бекап с помощью bareos, open source, esxi, vmware"
814,Очки дополненной реальности из старого советского калькулятора,"arduino, google glass, HUD, электроника Б3-21"
815,"8 универсальных советов о том, как саботировать замену Help Desk системы","вредные советы, клиентский опыт, help desk"
816,Человеческий фактор,"случаи, life is random"
817,Реализация интерфейса с выдвижной панелью в iOS приложении,"ui, navigation, sketch, swift, xcode7, xcode, ios development, ios разработка"
818,История вышек связи 2: формы и виды,"вышки связи, башни связи"
819,React.js на русском языке. Часть первая,"react, react.js"
820,Про веб-клиент 1С,1С;erp-системы;web-разработка;
821,Apple Pay как двигатель мобильных платежей в Японии,"apple pay, nfc, токенизация, безопасность, мобильные приложения, платежная система, платежи, платежи в интернете"
822,"О новых моделях, экономящих нам целую жизнь","юзабилити, будущее интернета, подписка"
823,Ручка для компьютера или компьютер для ручки?,"электронная ручка, ручка, гаджеты, гаджеты и девайсы, даджет, даджеты"
824,Обнаружение сервисов в Stripe,"stripe, consul, haproxy"
825,"Первый частный город в России, быть или не быть? Часть 1","частный город, города будущего, архитектура"
826,"Звуковой штрих-код — альтернатива NFC, не требующая специальных аппаратных средств","Звуковые платежи, NFC, бесконтактные платежи, платежные технологии, PayOnline"
827,Что означает восстание водителей Uber для платежной индустрии,"Uber, мэтчмейкеры, услуги, такси, мобильные приложения, платежи, PayOnline"
828,Шрифты для Android,android
829,Эффективное энергопотребление в инфраструктурах Hyper-V,"ит-инфраструктура, облачные вычисления, хостинг, виртуализация"
830,"Сноуден в Россию, Хэммонд за решетку","Stratfor, LinkedIn, ИБ, информационная безопасность, взломы, никулин, Lockheed Martin, аудит, кибершпионаж, сноуден, АНБ, Wikileaks"
831,"Облако на Microsoft Hyper-V, часть 3: хранилище Storage Spaces","hyper-v, microsoft, azure pack, виртуализация, cloud-v, dataline, даталайн, storage spaces, СХД, software-defened storage, хранилище данных, хранение данных"
832,"Развеиваем мифы о том, что учредители не отвечают своим имуществом по долгам ООО","регистрация ООО, регистрация бизнеса, учредители, уставный капитал, устав фирмы, уставной капитал, свой бизнес"
833,История языков программирования: от BASIC к Visual Basic,"basic, visual basic, microsoft, ide, история языков программирования, ооп, программирование"
834,С маленькой или с Большой,"регистр букв, заглавные, прописные, строчные, sentence case, title case, дизайн, разработка, мобильные приложения, edisonsoftware"
835,Как я разбирался с 286м,"286, MFM"
836,"Уязвимость старой Ubuntu через аудиофайл, проигрываемый эмуляцией процессора 1975 года","ubuntu, linux, аудио, процессор, эмулятор"
837,Роскомнадзор внес Linkedin в список запрещенных сайтов,"Роскомнадзор, апелляционный суд, апелляция, linkedin, блокировка"
838,"Острый лимфобластный лейкоз, моя история с хеппи-эндом",ОЛЛ
839,Одна из уязвимостей технологии WPS,"wps, wifi, dumper, jumpstart"
840,SpaceX подала заявку на запуск 4425 спутников связи,"SpaceX, спутники связи, Илон Маск, Марс"
841,"Искусственный интеллект, вызовы и риски – глазами инженера","bigdata, машинное обучение, разработка, алгоритмы, нейронные сети"
842,Watson Element — первое обучающее приложение IBM Watson для школьников,"обучение детей, школы, ibm, MobileFirst, Watson Enlight"
843,Файлы в облаках. Выбираем сервис хранения данных для деловой среды,"onedrive, comparex, office 365, SharePoint"
844,Левитирующие гаджеты: что предлагает рынок гику?,"магнитная левитация, магнитная индукция, гаджеты, развлечения, вау-эффект"
845,2016 год — самый жаркий в истории наблюдений,"экология, глобальное потепление, таяние льдов, засухи, тайфуны, наводнения"
846,Разрешение имен доменов из контейнеров Docker в сложных случаях,"docker, docker-compose, dns, dnsmasq, web-разработка, emulator"
847,ROS Workshop 2016: разбор задачи безопасного управления роботом,"ros, gazebo, robotics, pcl, depth"
848,Второй митап сообщества любителей Rust в «Лаборатории Касперского»,"лаборатория касперского, rust, программирование"
849,"Как работают ИТ-специалисты. Виктор Тарнавский, «Яндекс»","highload++, конференция для разработчиков, интервью с разработчиками, яндекс, советы начинающим"
850,ReactJS: отказ от JSX с сохранением удобства,"ReactJS, Javascript, jsx"
851,Минкомсвязь предлагает обязать юрлиц передавать сведения об IP-адресах в новую госсистему,новости
852,Приглашаем на субботний день GeekWeek в оффлайн,"mail.ru, geekweek"
853,Вокруг Citrix NetScaler ADC. Часть 1,"citrix netscaler, cisco, cisco aci"
854,Вышел ReactOS 0.4.3 под кодовым именем «Haters gonna hate»,"reactos, моя прелесссть, Python, haters gonna  hate, gog, winsock, Firefox OS, ненавистный навсегда"
855,Делаем контур управления электродвигателем с заданием тока,"ардуино головного мозга, теория управления, робототехника, kill all humans"
856,Что звуковые чёрные дыры могут рассказать нам о настоящих,"чёрные дыры, звуковые чёрные дыры, ото, скорость света, информационный парадокс"
857,SDN: изменения концепции за 5 лет,"sdn, software defined networking, openflow, компьютерные сети"
858,Телнет и ботнет,"linux, telnet, botnet, honeypot"
859,Укрытие-2 надвигают на 4-й энергоблок ЧАЭС,"Укрытие-2, ЧАЭС, Саркофаг, ядерная лава, радиационная безопасность"
860,Этикет и этика пользования OpenSource,"open source, этика, этикет"
861,ФАС проводит проверку в московском офисе Lenovo,"ФАС, проверка, антимонопольное законодательство, картель, сговор, госзакупка, парк ПК, lenovo"
862,"О сравнении объектов по значению — 4, или Inheritance & Equality operators","C#, .NET, object equality, GetHashCode, Equals, IEquatable<T>, Equals(T), equality operators"
863,Датчик-«пластырь» может следить за работой сердца и распознавать речь,"датчики, акселерометры, мэмс"
864,Уязвимость в продуктах VMware позволяет осуществлять выполнение кода на хост-системе виртуальной машины,"vmware, виртуализация, уязвимости, гипервизоры"
865,Повседневная Теория решения изобретательских задач,"ТРИЗ, занимательные задачки"
866,Скалярный частотник для однофазного асинхронного двигателя,"arduino, преобразователь частоты"
867,Что такое Bitrix,"битрикс, 1с битрикс"
868,Обзор отечественного цифрового шлюза Eltex SMG-1016M(VoIP),"voip-шлюз, sip, eltex"
869,Из-за тощих шрифтов интернет становится нечитабельным,"интернет, читабельность, шрифты, тощий шрифт, контрастность, отношение контрастности и яркости"
870,"«Узнаю, когда увижу» — изучаем точность Google Cloud Vision с помощью Tumblr и NSFW контента",smm; Google cloud; machine learning
871,Пятница: все дизайнеры интерфейсов попадают в ад…,"дизайн, юзабилити, удобство пользователя, эргономика, здравый смысл, ад, руки из плеч, edisonsoftware"
872,Под «сердцем» Плутона может скрываться океан жидкой воды,"плутон, астрономия, планетоиды, солнечная система"
873,Как создать хороший квест — полезные советы,"квесты, квест в реальности, квестописательство, surprise me"
874,На тросе за ракетой или безумная система спасения,"космонавтика, Спейс Шаттл, системы спасения, НСРТ, байки"
875,Ртуть,ртуть
876,5 мифов о проекторах. Миф №1 – «Проекторы не дают качественного изображения в освещенном помещении»,"проекторы epson, проектор в освещенном помещении, проектор в офисе, контрастность проектора, яркость проектора, офисный проектор, домашний проектор, инсталляционные проекторы, фоновое освещение, презентации"
877,Квантизация изображений,"квантизация, создание палитры, метод медианного сечения, алгоритм Флойда-Стейнберга, Lena Söderberg"
878,Лепим микросервис,"c++, rabbitmq, microservices"
879,Применение 3D-технологий в стоматологии,"3d-печать, стоматология"
880,Пара распространённых заблуждений про радиоканалы RFID и Wi-Fi (и RFID как точки Wi-Fi),"RFID, Wi-Fi, метки, радиометки, радиоустройства, беспроводная связь"
881,"Как работают ИТ-специалисты. Олег Бартунов, Postgres Professional","конференция для разработчиков, интервью с разработчиками, postgres, советы начинающим, субд"
882,Как построить гоночный коптер и не устать,"коптер, ZMR250"
883,Запускаем свою игру на Android TV,"android, android apps, TV, google, google lab, Bluetooth"
884,Ценообразование в High End: размышления об «овчинке» и «выделке»,"маркетинг, звук, high end systems, цены"
885,"Представляем библиотеку right-angled, конструктор гридов для angular2","typescript, javascript, angular2, angular 2.0, open source, mit"
886,Шесть стадий игрока в социальные f2p-игры,"мобильные игры, социальные игры, free-to-play"
887,"Go panic(), runtime error и их реализации в своей ОС на Go+asm Part 0x000c03f.(float32)","go, panic, runtime error, gccgo, картинок нет и не будет, OS на Go"
888,Как можно централизованно управлять всеми мобильными устройствами в компании,"mdm, системное администрирование, IT-инфраструктура, сетевые технологии, RMM, Panda Systems Management, Panda Security, облачный сервис, контроль, производительность"
889,Сделать простую и удобную карту релевантности сайта — DONE,"seo оптимизация, seo продвижение, карта релевантности, семантическое ядро, семантика, seo-продвижение, seo-оптимизация"
890,Как создавались неуловимые цели в игре Hitman 2016 года,"hitman, elusive targets, неуловимые цели, режим игры"
891,Какой язык программирования стоит выучить первым? (ʇdıɹɔsɐʌɐɾ: ɯǝʚɯо ņıqнqvиʚɐdu),"пятница, обучение программированию, JavaScript, первый язык программирования"
892,Мониторинг и метрики для Play Framework при помощи Dropwizard Metrics,"scala, java, play framework, metrics, dropwizard metrics"
893,История Черной пятницы. Почему ее так любят американцы?,"бандеролька, черная пятница, торговля, распродажи, скидки, гаджеты, девайсы, black friday, сша, америка, американский рынок, новый год, подарки для гиков"
894,What.cd закрыт,"torrent, dura lex"
895,Scrum: Правила Игры,scrum
896,Безопасность в IoT: Стратегия всесторонней защиты,"microsoft, azure iot suite, интернет вещей, iot, безопасность интернета вещей, безопасность iot, azure, обачные сервисы, security, security iot, безопасная инфраструктура, облачные технологии, облачные хранилища, облачная инфраструктура, облачное хранилище, облака"
897,Оптимизация нейросетевой платформы Caffe для архитектуры Intel,"Intel Modern Code, параллельные вычисления, векторизация, Intel MKL, оптимизация, Intel Xeon, Intel AVX, OpenMP"
898,Адаптер для геймпада Sega → AppleII своими руками,"apple, appleII, sega, megadrive, genesis, old games, old-hard, joystick, gamepad"
899,Знакомство и старт разработки на ПЛИС iCE40 от Lattice Semiconductor,"ПЛИС, SystemVerilog, электроника, hardware, embedded"
900,"7 команд, которые создают цифровые конструкторы: вчера, сегодня, завтра","blockworks, клевер, virtual robotics toolkit, saas, raspberry pi, квадрокоптер, робототехника, lego mindstorms, oculus vr, нейронная сеть, конструктор сайтов, ukit, halt and catch fire"
901,Я полюбил верстку после этого: Zeplin в бою,"лайфхаки, упрощаем жизнь, zeplin, верстка сайтов, работа с людьми, photoshop, sketch, три монитора"
902,Всем наплевать на безопасность разлоченных Android-телефонов,уязвимости
903,К вопросу о тенденции,"микроконтроллеры, программирование микроконтроллеров"
904,Как работает космическая отрасль и почему новый проект SpaceX ни разу не сенсация,spacex
905,Как изменится применение визуализации в проектировании в эпоху виртуальной и дополненной реальности. Часть 2,"VR, virtual reality, виртуальная реальность, Oculus Rift, HTC vive, Dell"
906,Инженер Google сравнил антивирусы с мёртвой канарейкой,"антивирусы, Google, магия, Моссад"
907,Ещё один светофор в офисе,"zabbix, powershell"
908,"Файлы подсистемы Linux нельзя создавать, изменять или удалять при помощи инструментов для Windows","bash, linux, windows, root, метаданные, редактирование, предупреждение, разработка"
909,Программа по Deep Learning,"deep learning, глубокое обучение, искусственный интеллект, artifical intelligence"
910,Вебинар: Asterisk и базы данных,"вебинар, обучение, asterisk, базы данных, astdb, centos-admin.ru"
911,Виртуальные события в C#: что-то пошло не так,"C#, .net, pvs-studio, open source, microsoft, chatbots, static code analysis, visual studio"
912,Немецкие ученые разработали эффективный способ поглощения углекислоты из воздуха,"фотосинтез, co2, углекислый газ, цикл кальвина, CETCH"
913,Обзор Xiaomi Mi 5S: высокие китайские технологии,"Xiaomi, Remdi, Mi 5S, смартфон"
914,Советы основателя. Как онлайн-сервис Егора Егерева трансформирует event-рынок России,"онлайн-сервисы, бронирование билетов, мероприятия, event-management, автоматизированные системы"
915,Как мы делали интерактивный квест для RailsClub,"Ror, Ruby, RailsClub"
916,Обход CSP при помощи расширений Google Chrome,"информационная безопасность, расширения chrome"
917,Спросите Итана №106: где конкретно ошибся Ньютон?,"спросите итана, прецессия орбиты меркурия, солнечная система, меркурий, ньютон, эйнштейн, сто, ото, гравитация"
918,"Security Week 46: обход OAuth 2.0, низковольтный ICMP DDoS, приватность iOS и обход локскрина","klsw, oauth 2.0, icmp, firewall, ios, lockscreen bypass"
919,Знакомство с MSP432: пишем простую программу,"msp432, msp430, linux, launchpad"
920,Агент UNREAL. Нейросеть «фантазирует» о будущем — и обучается быстрее,"ИИ, фантазии, нейросеть, игра, память"
921,SQL: пара приемов в SELECT-запросах,"sql, запросы, тестирование"
922,Сканер nmap как главный инструмент кино-хакеров,"nmap, хакеры, херакеры, голливуд"
923,React.js на русском языке. Часть вторая,"React.js, Redux, MongoDB, Javascript, Node.js, PHP"
924,Очистка воздуха в ЦОД как способ продлить срок работы оборудования и снизить затраты,"дата-центр, атмосфера, загрязнение, воздух"
925,Причина недопонимания между нами и неверного использования технологий. По мотивам статьи «Пять миров» (ПО),"хабрахабр, Five worlds, Пять Миров ПО, контекст и технологии, джоэл спольски, joel spolsky"
926,Солнечная крыша Tesla будет дешевле обычной без учёта электрогенерации,"Tesla Motors, Илон Маск, SolarCity, солнечная энергия, солнечная крыша"
927,5 советов по усовершенствованию игровых анимаций,"игровые анимации, платформер, spryke"
928,"Файловая система, дешево и быстро","python, emacs, org-mode, fuse, файловая система"
929,Алистер Коберн: Командная разработка и agile,"команда, разработка, Agile, проектирование, edisonsoftware"
930,Проблемы трекинга: как мобильные работники обманывают компании из-за недостатков технологий контроля,"управление, выездные сотрудники, трекинг, геотрекинг, контроль"
931,Моя история постройки ЧПУ-станка своими руками,"cnc, чпу, своими руками, сделай сам, фрезерный станок"
932,Алгоритм Форчуна на C++ для построения диаграммы Вороного на плоскости,"диаграмма Вороного, алгоритм Форчуна, STL"
933,Некоторые тонкости использования Service Workers,"serviceworker, pwa, progressive web apps, html5"
934,Как мог бы работать инопланетный космический корабль?,"прибытие, вольфрам, wolfram, кино, фильм, инопланетяне, чужие"
935,Физика в мире животных: диатомовые водоросли и их «архитектура»,"диатомовые водоросли, архитектура, строение"
936,Однажды встретились JMeter и незнакомка…,"jmeter, нагрузочное тестирование, производительность, java, groovy, python, jni, wget, плагин, тестирование, qa, Performance Lab"
937,Настройка Virtual Private Network на AWS EC2 c OpenVPN на Linux,"VPN, OpenVPN, AWS, Linux, Ubuntu"
938,Развитие или замедление ИТ?,информационные технологии
939,Cicerone — простая навигация в Андроид приложении,"mvp, android, open source, navigation"
940,Подключаем «отечественный» LCD 16x2 MT-16S2S по SPI,"программирование микроконтроллеров, lcd 1602, spi"
941,"Код, за который мне до сих пор стыдно","ответственность, разработка, этика, edisonsoftware"
942,Переделываем программируемый калькулятор HP 39GS в 48GII,программируемые калькуляторы
943,Кемеровский хакатон «DevTime»,"хакатон, microsoft"
944,Доработка комбоусилителя Fender Champion 30 DSP,"доработка напильником, усилитель звуковой частоты, гитарный усилитель, стабилизатор напряжения"
945,НАСА опубликовало официальную финальную версию своего доклада об испытаниях «невозможного» двигателя EmDrive,"emdrive, физика, квантовая физика, космические путешествия"
946,Конкурс проектов в сфере рекламных технологий Go to AdTech,"gotech, go to adtech, реклама, реклама в it, big data, geofencing, нативная реклама, brand safety, viewability, новые медиа"
947,Теории заговора. Хакеры на службе государства,"хакеры, Fancy Bear, Stuxnet, Россия, кибервойна"
948,Расширения языков C и C++. Часть 1,"c, c++, gcc"
949,"История мировых эпидемий, часть 2","эпидемии, биологическое оружие, болезни, здоровье, история, научно-популярное, пандемия, птичий грипп, свиной грипп, оспа"
950,"Опаньки, я сломал вашу жизнь","программирование, сообщения об ошибках, ошибки, сообщения"
951,Поддержка https совсем без настроек,"go, golang, https, reverse proxy, reverse-proxy, ""lets encrypt"", ""letsencrypt"", letsencrypt, windows, linux, freebsd"
952,Прорыв в борьбе с ВИЧ: новое антитело блокирует 98% всех известных штаммов вируса,"вич, спид, вирусы, имуннодефицит"
953,Дайджест интересных материалов для мобильного разработчика #180 (14-20 ноября),"разработка приложений, Android, iOS, маркетинг, монетизация, мобильные устройства и приложения"
954,Нумерация дорог США и математика,"математика, автомобильная навигация, США, нумерация"
955,Управление роботом на Ардуино из приложения на Node.js,"arduino, роботы, javascript, node.js, babbler"
956,Деконструкция мифа о глубоком обучении. Лекция в Яндексе,"нейронные сети, мифы и реальность, imagenet, чёрный ящик, рекуррентная нейронная сеть, сверточные нейронные сети, функциональное программирование, deepmind, аппроксимация"
957,Почему автор cURL получает письма от расстроенных автовладельцев,"cURL, Дэниель Стенберг, автомобиль, open source"
958,Неожиданная встреча — Автоинтервью,чтение о научной фантастике
959,Google опубликовала план прекращения поддержки алгоритма SHA-1,"sha-1, google, google chrome"
960,Глобальное потепление: как работает наука,"глобальное потепление, наука"
961,Продолжаем настраивать практически бесплатную рекламу на пользователей Хабра. На этот раз с помощью виджета авторизации,"реклама в социальных сетях, реклама Вконтакте, реклама в интернете, социальные сети, интернет-маркетинг"
962,Егор Бугаенко про MVC на jug.msk.ru,"java, jug, jug.msk.ru, mvc, oop"
963,Дайджест свежих материалов из мира фронтенда за последнюю неделю №237 (14 — 20 ноября 2016),"дайджест, фронтенд, css, js, es6, vue, react, angular, html5, браузеры, ссылки"
964,"Beta версии клиентов 3CX для Android и iOS, и решение проблемы с активацией 3CX на Windows 7","beta версия, 3cx for android, 3cx for ios, g729, ошибка активации, windows 7"
965,Кормление коров водорослями позволяет снизить выбросы метана в атмосферу,"животные, метан, глобальное потепление"
966,Почему стоит отказаться от бумажной регистрации посетителей в дата-центре,"дата-центры, цифровая регистрация, мониторинг посетителей"
967,Вперёд в п(р)ошлое. Geforce FX. The Dawn of War,"old-games hardware, nvidia, 3dfx, ati"
968,Как Phoenix убивает React,"elixir, phoenix, react"
969,Тернистый путь эволюции синтезаторов: забытая история революционных изобретений,"звук, физика, старое железо, аналоговые синтезаторы, история, синтезаторы, история музыки, история науки и техники, музыкальные инструменты"
970,"Еще один гигантский проект SpaceX, арифметика и здравый смысл","космонавтика, SpaceX, спутниковая связь, iridium"
971,Magento 2. Ui Grid,"magento, magento 2, php, knockoutjs"
972,Откуда в Java всплывают проблемы с кодировками и возможная причина падения марсианского зонда,"encoding, file.encoding"
973,Тихий кризис в разработке софта,"разработка, управление разработкой, менеджмент, лидерство, здравый смысл, edisonsoftware"
974,"Пять инструментов systemd, которые стоит начать использовать прямо сейчас",systemd
975,"5 книг, которые помогут мыслить нестандартно и почему это важно именно сейчас","книги, чтение, творчество, креативность, идеи, работа, успех"
976,О “легком” процессе замолвите слово: процесс разработки в отделе инструментария Larian Studios,"управление проектами, управление командой, управление разработкой, разработка игр"
977,PixelPixie — генератор шрифтов для LCD и OSD,"c#, велосипед, автоматизация"
978,Арсенал ленивого Джедая для удаленной реанимации,"восстановление сервера, удаленное администрирование, BMC"
979,Лед и ветер. Как решаются климатические задачи для самого северного небоскреба мира,"Лахта центр, небоскреб, мегастройка, Петербург, зима пришла, сосули, айс-айс, шпиль, фасады, испытания"
980,React.js на русском языке. Часть третья,"React.js, Redux, MongoDB, Javascript, Node.js, PHP"
981,"Каждая погода хороша: индикатор погоды, который косплеит","arduino, nextion, itead, метестанция, дисплей, экран, ардуино, diy или сделай сам, diy"
982,"HV или О том, как неплохо отрисовывать бинарные деревья","HV-tree, data structures"
983,Чёрная пятница уже на этой неделе: где смотреть лучшие цены года на гаджеты,"Black friday, чёрная пятница, pochtoy.com"
984,Как мы заново собирали серверы в американском ЦОДе из России,"виртуализация, виртуальная машина, virtuozzo"
985,IP-телефоны Akuvox. Обзор премиальных моделей,"akuvox, ip телефония, ip телефон, sip, voip"
986,Подключение IP-телефонов Akuvox к АТС Avaya без лицензии на SIP,"Akuvox, IP-телефон, avaya, АТС, synology, Акувокс, R50, R-53P, R-59P, EM53, EM63"
987,3D-печать в радиоэлектронике,"3D-печать, радиоэлектроника"
988,Почему я бы не стал использовать Rails для нового проекта,почему больше не надо ruby on rails
989,Вопросы и ответы о связи и технике в космосе. Часть 1,"ит-град, космос, связь в космосе"
990,Полный кошмар: USB-C и Thunderbolt 3,"apple, usb-c, usb type-c, коннекторы, разъёмы, стандарты"
